OBJECT_NAME,TLE_LINE1,TLE_LINE1
FENGYUN 1C DEB,1 30245U 99025XE  24002.06109046  .00001342  00000-0  12349-2 0  9994,2 30245  98.8910  29.4295 0199123 350.1881   9.5407 13.75884511849091
FENGYUN 1C DEB,1 30246U 99025XF  24002.63845345  .00000448  00000-0  62752-3 0  9997,2 30246  98.6866 245.1042 0372603  83.5610 333.2317 13.36326885826533
FENGYUN 1C DEB,1 30247U 99025XG  24002.48640303  .00017208  00000-0  44254-2 0  9996,2 30247  98.3044 281.0124 0288267 347.3331  67.6721 14.28196690870337
FENGYUN 1C DEB,1 30248U 99025XH  24002.30130874  .00008233  00000-0  33820-2 0  9990,2 30248  99.0955 133.6986 0051298  84.5982 276.1046 14.26548540871880
FENGYUN 1C DEB,1 30249U 99025XJ  24002.28312138  .00007680  00000-0  30321-2 0  9991,2 30249  98.9516 125.0377 0042390 351.4070  37.9517 14.28829898874595
FENGYUN 1C DEB,1 30250U 99025XK  24002.63000433  .00000923  00000-0  64132-3 0  9995,2 30250  98.7459  18.7964 0068400  42.8001  79.8590 14.00089324865493
FENGYUN 1C DEB,1 30251U 99025XL  24002.41547056  .00001735  00000-0  73838-3 0  9994,2 30251  99.0341 169.1362 0054154 220.4996 193.6843 14.25789111880063
FENGYUN 1C DEB,1 30252U 99025XM  24002.63605847  .00000586  00000-0  36359-3 0  9992,2 30252  98.7945  31.0908 0069161  87.2430  35.6868 14.07725173869673
FENGYUN 1C DEB,1 30253U 99025XN  24002.38020134  .00002824  00000-0  27686-2 0  9994,2 30253  98.7141 147.7506 0234303 125.6854 292.4200 13.68239470842816
FENGYUN 1C DEB,1 30257U 99025XS  24002.00060274  .00000180  00000-0  12709-3 0  9990,2 30257  98.7449  15.0630 0058573 310.3456  69.0449 14.09015682872066
FENGYUN 1C DEB,1 30259U 99025XU  24002.47440333  .00003611  00000-0  67663-3 0  9992,2 30259  98.7831 178.1422 0259078 251.5797 170.8716 14.46156282891882
FENGYUN 1C DEB,1 30261U 99025XW  24002.23157751  .00012590  00000-0  78665-3 0  9998,2 30261  98.7528 273.8680 0147895 188.8244 171.0374 15.00908210915224
FENGYUN 1C DEB,1 30263U 99025XY  24002.29690449  .00003402  00000-0  22545-2 0  9999,2 30263  98.8675 132.1537 0159570 167.8580 223.5173 13.96093365860926
FENGYUN 1C DEB,1 30264U 99025XZ  24002.10367968  .00001175  00000-0  73380-3 0  9996,2 30264  99.0325  56.0167 0115090 111.1456 304.4148 14.03475359865740
FENGYUN 1C DEB,1 30265U 99025YA  24002.19311991  .00005675  00000-0  19132-2 0  9994,2 30265  98.6756  88.1871 0040795 358.5583  56.4477 14.36920553881226
FENGYUN 1C DEB,1 30266U 99025YB  24002.07572056  .00002914  00000-0  16524-2 0  9998,2 30266  99.0937  52.2950 0090825 263.7099 157.2166 14.08756219867607
FENGYUN 1C DEB,1 30267U 99025YC  24002.14750905  .00002613  00000-0  13121-2 0  9994,2 30267  98.8982  65.3874 0066098 123.4233 237.3285 14.16275493872092
FENGYUN 1C DEB,1 30270U 99025YF  24002.62798369  .00000141  00000-0  10285-3 0  9990,2 30270  98.7522  30.5932 0007542  28.2696  91.2700 14.10691951873475
FENGYUN 1C DEB,1 30272U 99025YH  24002.12545185  .00001990  00000-0  11601-2 0  9998,2 30272  98.9492  67.3289 0054398 308.2356  51.3924 14.08943155868284
FENGYUN 1C DEB,1 30273U 99025YJ  24002.05203837  .00000583  00000-0  41313-3 0  9997,2 30273  98.8979  30.5922 0065651  68.4349 312.1435 14.00530077865730
FENGYUN 1C DEB,1 30274U 99025YK  24002.40051486  .00005520  00000-0  20121-2 0  9997,2 30274  99.3161  61.7277 0004769 127.1529   1.3869 14.33531911879710
FENGYUN 1C DEB,1 30275U 99025YL  24001.44500253  .00004706  00000-0  17977-2 0  9992,2 30275  98.6698  75.3470 0050971 140.7580 348.7459 14.30469885878627
FENGYUN 1C DEB,1 30276U 99025YM  24001.08660610  .00002398  00000-0  11500-2 0  9998,2 30276  98.9128  59.7191 0025473 340.0564  19.9614 14.19773001874059
FENGYUN 1C DEB,1 30277U 99025YN  24002.15274801  .00001813  00000-0  10100-2 0  9997,2 30277  99.0351  65.1958 0131861  17.9316  36.9890 14.07949986867697
FENGYUN 1C DEB,1 30279U 99025YQ  24002.62793576  .00002679  00000-0  10193-2 0  9999,2 30279  99.1463 266.7113 0231087 296.8225 127.8680 14.18232790875274
FENGYUN 1C DEB,1 30280U 99025YR  24002.54724106  .00000517  00000-0  38699-3 0  9996,2 30280  98.7577  18.2772 0081271 138.0922 341.3619 13.97297318864846
FENGYUN 1C DEB,1 30281U 99025YS  24002.57308993  .00000412  00000-0  25976-3 0  9990,2 30281  98.7203   6.9094 0030353  88.7336  38.0236 14.09355964872131
FENGYUN 1C DEB,1 30282U 99025YT  24002.05467189  .00000521  00000-0  25190-3 0  9996,2 30282  98.5401  34.1296 0213207 236.3765 177.9787 14.11459772873203
FENGYUN 1C DEB,1 30283U 99025YU  24002.57309108 -.00000145  00000-0 -57759-4 0  9991,2 30283  98.8505  10.5841 0189220 220.5196 267.7121 14.01322702867424
FENGYUN 1C DEB,1 30284U 99025YV  24002.13870090  .00002932  00000-0  13833-2 0  9994,2 30284  98.7705  67.6360 0041675   7.8660  21.3426 14.20140535873981
FENGYUN 1C DEB,1 30286U 99025YX  24002.63976933  .00000157  00000-0  10670-3 0  9998,2 30286  98.7076  21.7463 0064331 355.9029 130.1200 14.12226973874341
FENGYUN 1C DEB,1 30287U 99025YY  24002.23528509  .00001405  00000-0  95992-3 0  9994,2 30287  98.6995 101.6403 0428684  92.7788 324.6087 13.64364651841536
FENGYUN 1C DEB,1 30288U 99025YZ  24002.58216729  .00003920  00000-0  17691-2 0  9994,2 30288  99.4374  23.6165 0025873 193.3642 293.0137 14.22614076874350
FENGYUN 1C DEB,1 30289U 99025ZA  24002.47034111  .00004732  00000-0  24410-2 0  9995,2 30289  98.9426  85.7386 0049137 205.0724 284.5657 14.14934418869978
FENGYUN 1C DEB,1 30290U 99025ZB  24002.22951450  .00010841  00000-0  38470-2 0  9993,2 30290 102.6363 103.9954 0043903 109.7328 306.4754 14.34186368875662
FENGYUN 1C DEB,1 30291U 99025ZC  24002.52491623  .00008672  00000-0  29931-2 0  9999,2 30291  97.2259 352.3515 0166875  65.0186  58.4567 14.28450877874712
FENGYUN 1C DEB,1 30293U 99025ZE  24002.28625705  .00002683  00000-0  82834-3 0  9992,2 30293  99.2039 125.7358 0088526  52.8744  13.1614 14.40036416887188
FENGYUN 1C DEB,1 30294U 99025ZF  24001.56570194  .00001850  00000-0  56709-3 0  9991,2 30294  98.3240   9.4167 0206257 268.1185 217.3819 14.31399950883482
FENGYUN 1C DEB,1 30295U 99025ZG  24002.55511436  .00000428  00000-0  19624-3 0  9991,2 30295  98.5818  38.2082 0094867 354.5632 159.6637 14.23911759880651
FENGYUN 1C DEB,1 30297U 99025ZJ  24002.44895021  .00016746  00000-0  46597-2 0  9994,2 30297  98.7539 322.7604 0474835 330.5917 155.6613 13.96195015851457
FENGYUN 1C DEB,1 30298U 99025ZK  24002.17574480  .00002987  00000-0  16753-2 0  9991,2 30298  99.0283  79.5525 0052337 338.8397  93.4008 14.10695158867824
FENGYUN 1C DEB,1 30299U 99025ZL  24002.11525007  .00003131  00000-0  19779-2 0  9990,2 30299  99.1394  65.0890 0114758 180.6976 247.0092 14.01656444863120
FENGYUN 1C DEB,1 30300U 99025ZM  24002.63669895  .00004292  00000-0  21352-2 0  9993,2 30300  99.0769  47.7167 0089177 163.9523 325.7947 14.15495365868979
FENGYUN 1C DEB,1 30301U 99025ZN  24002.06146161  .00010524  00000-0  44359-2 0  9994,2 30301  98.6441 143.4638 0108667 240.8708 185.1849 14.22704117870074
FENGYUN 1C DEB,1 30302U 99025ZP  23364.67322281  .00006557  00000-0  40888-2 0  9995,2 30302  98.5599 298.8726 0127660 339.6475  19.9630 14.01160506860136
FENGYUN 1C DEB,1 30303U 99025ZQ  23365.07620281  .00004013  00000-0  20123-2 0  9997,2 30303  99.0534  55.9866 0090362 159.1116 201.3786 14.15069772869185
FENGYUN 1C DEB,1 30304U 99025ZR  24002.59251915  .00002547  00000-0  14420-2 0  9991,2 30304  99.0799  61.5020 0082269 247.7630 111.4798 14.09329187867933
FENGYUN 1C DEB,1 30305U 99025ZS  24002.28883310  .00000192  00000-0  24176-3 0  9992,2 30305  98.5283  25.4384 0266552 162.8449 262.7525 13.59647767841179
FENGYUN 1C DEB,1 30306U 99025ZT  23365.07457498  .00002516  00000-0  10788-2 0  9990,2 30306  98.6497  47.7284 0125651 272.8423  85.8380 14.21531530875318
FENGYUN 1C DEB,1 30309U 99025ZW  24002.58223442  .00000334  00000-0  28429-3 0  9996,2 30309  99.3200  52.4721 0093399 315.9867  43.3882 13.92604518861454
FENGYUN 1C DEB,1 30310U 99025ZX  24002.55287752  .00001318  00000-0  63755-3 0  9993,2 30310  98.7343  42.5176 0250508 202.2011 156.8158 14.05048282867465
FENGYUN 1C DEB,1 30311U 99025ZY  24002.25839942  .00000489  00000-0  48894-3 0  9990,2 30311  99.1081 119.6666 0165780 280.4633  77.7875 13.76864702851791
FENGYUN 1C DEB,1 30312U 99025ZZ  24002.07666345  .00005058  00000-0  19766-2 0  9998,2 30312  98.9114  51.3299 0014884 149.0668 274.0132 14.29955886877087
FENGYUN 1C DEB,1 30313U 99025AAA 24002.21616812  .00004127  00000-0  20751-2 0  9991,2 30313  98.9096  78.2504 0068237 214.5229 216.1186 14.15793635870004
FENGYUN 1C DEB,1 30314U 99025AAB 23356.64316848  .00002348  00000-0  15628-2 0  9996,2 30314  98.4378 235.0813 0142786 223.9999 134.9729 13.97263612860240
FENGYUN 1C DEB,1 30315U 99025AAC 24002.62992949  .00000637  00000-0  33395-3 0  9997,2 30315  98.6376  26.5793 0035056 243.6251 244.5486 14.17393621876413
FENGYUN 1C DEB,1 30316U 99025AAD 24002.19824697  .00005369  00000-0  18494-2 0  9993,2 30316  98.6691  84.8739 0051365  17.9972 342.3017 14.35595388880724
FENGYUN 1C DEB,1 30317U 99025AAE 24002.55030981  .00000251  00000-0  17768-3 0  9998,2 30317  98.7891  17.5503 0026316 112.6727 247.7228 14.06257276870291
FENGYUN 1C DEB,1 30319U 99025AAG 24002.54037053  .00016035  00000-0  42806-2 0  9993,2 30319  98.2918  30.8047 0065180 151.5269   1.8460 14.47175126876576
FENGYUN 1C DEB,1 30320U 99025AAH 24002.59557122  .00000563  00000-0  41591-3 0  9994,2 30320  99.2862  51.3170 0087661  77.0006  76.2107 13.97806154864837
FENGYUN 1C DEB,1 30321U 99025AAJ 24002.50474528  .00000590  00000-0  32076-3 0  9992,2 30321  98.6533  15.9759 0063086 112.5670  40.3110 14.14932828874938
FENGYUN 1C DEB,1 30322U 99025AAK 24002.24042421  .00002408  00000-0  15001-2 0  9995,2 30322  98.4531 265.0962 0136763 101.7917 259.8627 14.01188228863601
FENGYUN 1C DEB,1 30325U 99025AAL 24002.52892101  .00000169  00000-0  12312-3 0  9992,2 30325  98.8000  35.4232 0017290  99.4947 260.8178 14.08674256870156
FENGYUN 1C DEB,1 30326U 99025AAM 24002.32990849  .00000190  00000-0  18690-3 0  9998,2 30326  98.6775 296.3507 0142642 163.8390 196.7386 13.84928962856202
FENGYUN 1C DEB,1 30327U 99025AAN 24001.75926236  .00004512  00000-0  24522-2 0  9996,2 30327  98.4625 288.7891 0137404  24.7856   3.8186 14.08050639864005
FENGYUN 1C DEB,1 30328U 99025AAP 24002.57417194  .00000229  00000-0  14908-3 0  9995,2 30328  98.7249  27.3116 0005924  31.8046  91.8513 14.11821864872414
FENGYUN 1C DEB,1 30329U 99025AAQ 24002.33131834  .00000450  00000-0  39838-3 0  9999,2 30329  99.2535 283.7336 0143577 138.3613 348.3974 13.85538538855685
FENGYUN 1C DEB,1 30330U 99025AAR 24002.62735716  .00001908  00000-0  16871-2 0  9992,2 30330  98.8988  31.5154 0195996 290.5173 193.8201 13.77902533848628
FENGYUN 1C DEB,1 30331U 99025AAS 24002.62277049  .00000647  00000-0  48068-3 0  9996,2 30331  99.0410  46.0322 0098906 160.1775 331.4917 13.96366412862039
FENGYUN 1C DEB,1 30332U 99025AAT 24002.45878319  .00000358  00000-0  37216-3 0  9997,2 30332  99.6202 317.2389 0179855 149.2998 334.1761 13.75389709849469
FENGYUN 1C DEB,1 30333U 99025AAU 24002.49166249  .00042266  00000-0  19467-2 0  9995,2 30333  98.9030 356.1515 0081630 322.2346  37.3171 15.17182825912474
FENGYUN 1C DEB,1 30334U 99025AAV 24002.23247127  .00002012  00000-0  15937-2 0  9996,2 30334  99.0065 117.6188 0154981 113.3421 312.7027 13.87041240853513
FENGYUN 1C DEB,1 30335U 99025AAW 24002.56548547  .00000178  00000-0  13844-3 0  9990,2 30335  98.8460   7.8464 0132466 305.9722 179.0566 14.00425000866471
FENGYUN 1C DEB,1 30336U 99025AAX 24002.61595990  .00000723  00000-0  37452-3 0  9998,2 30336  98.6694  36.5643 0043725 251.6274 231.2958 14.17475926875358
FENGYUN 1C DEB,1 30338U 99025AAZ 24002.17310247  .00005066  00000-0  10376-2 0  9991,2 30338  98.5410  69.1124 0318914 168.4569 211.6452 14.33791929879120
FENGYUN 1C DEB,1 30339U 99025ABA 24002.22002657  .00005204  00000-0  23544-2 0  9996,2 30339  98.9822  80.5261 0026197 338.4378  88.0550 14.22263813872714
FENGYUN 1C DEB,1 30340U 99025ABB 24002.13818220  .00000259  00000-0  17589-3 0  9997,2 30340  99.1018  55.1836 0145658 310.4227 108.8791 14.03988569868072
FENGYUN 1C DEB,1 30341U 99025ABC 24002.57007066  .00006429  00000-0  30204-2 0  9997,2 30341  99.2499 205.7428 0061894 300.9988 128.9625 14.19391209869531
FENGYUN 1C DEB,1 30342U 99025ABD 24002.30198110  .00000994  00000-0  92923-3 0  9998,2 30342 100.1276 124.3320 0173208 147.1645 279.1941 13.78020920850968
FENGYUN 1C DEB,1 30343U 99025ABE 24002.62220778  .00019250  00000-0  15169-2 0  9991,2 30343  99.0039 252.1494 0132534 151.0624 209.8025 14.94087423901704
FENGYUN 1C DEB,1 30344U 99025ABF 24002.60331226  .00005343  00000-0  19333-2 0  9996,2 30344  98.8651  52.8161 0010685  72.6753  80.6371 14.33857833878380
FENGYUN 1C DEB,1 30345U 99025ABG 24002.61703300  .00004669  00000-0  18785-2 0  9994,2 30345  98.9655  30.6099 0020565 167.7730 192.3954 14.28464372875874
FENGYUN 1C DEB,1 30346U 99025ABH 24002.18695696  .00004533  00000-0  20576-2 0  9996,2 30346  98.8278  86.7710 0067721 289.0250 124.0542 14.21127181872753
FENGYUN 1C DEB,1 30347U 99025ABJ 24002.17457293  .00000202  00000-0  17120-3 0  9996,2 30347  98.4511 245.1297 0150425 206.7293 286.6131 13.92186471860714
FENGYUN 1C DEB,1 30348U 99025ABK 24002.16584779  .00004201  00000-0  18631-2 0  9996,2 30348  98.8882  78.1666 0021366 282.1049 131.9585 14.23475374873832
FENGYUN 1C DEB,1 30349U 99025ABL 24002.49112854  .00003072  00000-0  19298-2 0  9999,2 30349  98.5340 356.4008 0096640 224.6698 257.9524 14.02828967862421
FENGYUN 1C DEB,1 30350U 99025ABM 24001.97562708  .00001005  00000-0  81800-3 0  9993,2 30350  98.1538 272.1067 0224810 103.5991 319.8983 13.80558028851664
FENGYUN 1C DEB,1 30352U 99025ABP 24002.53623800  .00000439  00000-0  28901-3 0  9992,2 30352  98.8342  36.5503 0029321 154.5741   2.9854 14.06705743869227
FENGYUN 1C DEB,1 30355U 99025ABS 24002.53002954  .00001232  00000-0  64436-3 0  9991,2 30355  98.6102  24.2499 0056205 191.1863 322.6557 14.15314765872915
FENGYUN 1C DEB,1 30356U 99025ABT 24002.58175556  .00000912  00000-0  53418-3 0  9998,2 30356  98.6698  15.5629 0055669 148.8827 331.3227 14.09853600870026
FENGYUN 1C DEB,1 30357U 99025ABU 24002.06199760  .00000254  00000-0  18357-3 0  9997,2 30357  98.8890  40.9293 0050311 157.5839 279.8404 14.04672535868279
FENGYUN 1C DEB,1 30358U 99025ABV 24002.55502338  .00002513  00000-0  13159-2 0  9995,2 30358  98.5945 210.9332 0091323  82.4182 333.6191 14.13003361868600
FENGYUN 1C DEB,1 30359U 99025ABW 24002.45653638  .00003087  00000-0  24260-2 0  9997,2 30359 101.6290   6.0744 0167914 301.6395  56.8465 13.86587258851985
FENGYUN 1C DEB,1 30360U 99025ABX 24002.10820990  .00002750  00000-0  13469-2 0  9993,2 30360  98.8160  67.5601 0032919  37.2029 352.4014 14.18394995873211
FENGYUN 1C DEB,1 30361U 99025ABY 24001.67766672  .00001931  00000-0  90868-3 0  9990,2 30361  98.6330  48.3081 0069743 293.2022  66.1819 14.19856112875051
FENGYUN 1C DEB,1 30362U 99025ABZ 24001.95671253  .00002690  00000-0  16960-2 0  9995,2 30362  99.0531 277.8612 0104182 167.9718 192.3972 14.02430156861713
FENGYUN 1C DEB,1 30363U 99025ACA 23359.09924845  .00004108  00000-0  22737-2 0  9999,2 30363  99.0804  50.4483 0087462 264.4678  94.6512 14.09951605866899
FENGYUN 1C DEB,1 30364U 99025ACB 23359.91796396  .00006607  00000-0  23586-2 0  9998,2 30364  98.1041 334.8864 0395022 226.8933 158.0921 13.98733145855492
FENGYUN 1C DEB,1 30365U 99025ACC 24001.82772170  .00000777  00000-0  34978-3 0  9998,2 30365  98.5995  10.9441 0170864   2.1358 120.4083 14.17551186875342
FENGYUN 1C DEB,1 30366U 99025ACD 24002.23753992  .00001273  00000-0  50140-3 0  9997,2 30366  98.9627 253.0650 0067007 131.2106 350.2054 14.29768450881569
FENGYUN 1C DEB,1 30368U 99025ACF 24002.33764720  .00000145  00000-0  17356-3 0  9990,2 30368  99.1301 130.1309 0187570  21.3399  33.8228 13.74473315848999
FENGYUN 1C DEB,1 30369U 99025ACG 24001.96970358  .00000478  00000-0  27634-3 0  9994,2 30369  98.7119  13.6966 0101894  55.7493   6.9173 14.10923066872190
FENGYUN 1C DEB,1 30370U 99025ACH 24002.03089681  .00002578  00000-0  13158-2 0  9993,2 30370  99.1154  37.2437 0108031 170.7900 260.5734 14.13592957870320
FENGYUN 1C DEB,1 30371U 99025ACJ 24002.59488035  .00002489  00000-0  10976-2 0  9997,2 30371  98.6422  50.4425 0007994 249.7275 272.8554 14.24228173877720
FENGYUN 1C DEB,1 30372U 99025ACK 24002.43301167  .00096726  00000-0  68932-2 0  9993,2 30372  99.0659 185.6027 0024804 184.6000 175.4997 15.03873762896187
FENGYUN 1C DEB,1 30374U 99025ACM 24002.36282101  .00007144  00000-0  20651-2 0  9995,2 30374  99.2728 143.8837 0054457 132.3707 282.7748 14.44017242886063
FENGYUN 1C DEB,1 30375U 99025ACN 24002.39032130  .00070115  00000-0  10385-1 0  9994,2 30375  98.5404 327.2332 0019271  47.4822 312.8009 14.74633516883595
FENGYUN 1C DEB,1 30377U 99025ACQ 24002.58549611  .00000282  00000-0  21572-3 0  9994,2 30377  98.9583  34.8829 0120653  69.7298  81.8006 13.97831062862803
FENGYUN 1C DEB,1 30379U 99025ACS 24002.62995646  .00000297  00000-0  20277-3 0  9991,2 30379  98.8101  31.1942 0037725 118.0930  11.6620 14.06755265868286
FENGYUN 1C DEB,1 30380U 99025ACT 24002.48474318  .00001117  00000-0  25923-3 0  9990,2 30380  98.9601   0.9261 0186758 188.6043 171.1932 14.47152659892795
FENGYUN 1C DEB,1 30381U 99025ACU 24002.55868302  .00001820  00000-0  10753-2 0  9994,2 30381  98.8752  42.7484 0057347 280.5141  78.9571 14.08235808821537
FENGYUN 1C DEB,1 30382U 99025ACV 24002.10195663  .00002629  00000-0  10968-2 0  9995,2 30382  98.5741  56.1245 0166136 265.2533 147.8553 14.19895800874304
FENGYUN 1C DEB,1 30385U 99025ACY 24002.44378983  .00000950  00000-0  31392-3 0  9993,2 30385  99.0552 337.3644 0130127 212.0597 278.5442 14.35918465885640
FENGYUN 1C DEB,1 30386U 99025ACZ 24001.91112896  .00001171  00000-0  13615-2 0  9997,2 30386  98.6712 336.5448 0315044 191.9378 228.2643 13.51367119832123
FENGYUN 1C DEB,1 30387U 99025ADA 24002.04202331  .00000562  00000-0  32054-3 0  9999,2 30387  98.7095  30.9778 0000535  31.7786  23.0268 14.13625806872789
FENGYUN 1C DEB,1 30388U 99025ADB 24001.55125537  .00001498  00000-0  60215-3 0  9996,2 30388  98.6667  35.0758 0229955 312.1484 213.8663 14.16300849873529
FENGYUN 1C DEB,1 30389U 99025ADC 24002.13995984  .00004853  00000-0  19209-2 0  9997,2 30389  98.8826  57.1539 0017145 156.5590 266.0131 14.29301149875839
FENGYUN 1C DEB,1 30390U 99025ADD 24002.45906205  .00003209  00000-0  14878-2 0  9993,2 30390  98.8644  74.5392 0076378  60.4216  61.0251 14.19906724872685
FENGYUN 1C DEB,1 30391U 99025ADE 24002.62521948  .00001828  00000-0  10093-2 0  9990,2 30391  98.8460  52.6315 0078048 122.0915   1.0556 14.11146640868447
FENGYUN 1C DEB,1 30392U 99025ADF 24002.61286270  .00001363  00000-0  74961-3 0  9995,2 30392  98.8445  33.5419 0187009 191.4866 293.8087 14.04797347866904
FENGYUN 1C DEB,1 30393U 99025ADG 24002.61057737  .00000012  00000-0  39039-4 0  9998,2 30393  99.2649  50.9366 0071830  45.6357 107.3470 13.98495379864027
FENGYUN 1C DEB,1 30394U 99025ADH 24002.52527804  .00000609  00000-0  47346-3 0  9997,2 30394  99.4665   6.5181 0089698 220.4332 267.1620 13.94796403861990
FENGYUN 1C DEB,1 30395U 99025ADJ 24002.54442007  .00000774  00000-0  54383-3 0  9993,2 30395  98.9845  31.4915 0163274 177.9727 336.1338 13.94884854861153
FENGYUN 1C DEB,1 30396U 99025ADK 24002.17922743  .00000143  00000-0  14509-3 0  9999,2 30396  98.3020  83.4431 0133555 293.5237 120.6529 13.86800894857294
FENGYUN 1C DEB,1 30397U 99025ADL 24002.52625524  .00001889  00000-0  13153-2 0  9997,2 30397  98.3773 207.4364 0158603 279.1400 133.8519 13.93944927858533
FENGYUN 1C DEB,1 30398U 99025ADM 24002.60651757  .00001044  00000-0  98466-3 0  9998,2 30398  99.7815 234.1795 0176288 342.8831  71.5738 13.77118618849764
FENGYUN 1C DEB,1 30400U 99025ADP 24002.32949762  .00003346  00000-0  18414-2 0  9998,2 30400  99.1422 278.9775 0259307 141.8610 345.4082 13.96613415855494
FENGYUN 1C DEB,1 30401U 99025ADQ 24002.51641557  .00000406  00000-0  17543-3 0  9998,2 30401  99.0386 212.6524 0109352  22.2856 338.3023 14.26869649881714
FENGYUN 1C DEB,1 30403U 99025ADS 24002.12236244  .00003788  00000-0  20278-2 0  9994,2 30403  99.0955  60.3416 0088412 235.4246 123.8560 14.11752794867443
FENGYUN 1C DEB,1 30404U 99025ADT 23364.77858253  .00000729  00000-0  10561-2 0  9992,2 30404  99.8198 113.3286 0382740  52.6699  97.0326 13.32318098485341
FENGYUN 1C DEB,1 30405U 99025ADU 24002.48084067  .00003230  00000-0  15271-2 0  9998,2 30405  98.8132  89.2770 0056981  51.9549  76.7886 14.19546423872840
FENGYUN 1C DEB,1 30406U 99025ADV 24002.59086931  .00002473  00000-0  27666-2 0  9992,2 30406  98.6116 333.4333 0291809  48.3884  19.7731 13.55131660835322
FENGYUN 1C DEB,1 30409U 99025ADY 24002.57557490  .00000760  00000-0  46901-3 0  9997,2 30409  98.4985  33.5401 0174500 207.2189 285.9330 14.00877283864764
FENGYUN 1C DEB,1 30411U 99025AEA 24002.29001884  .00004759  00000-0  30437-2 0  9998,2 30411  98.5706 306.5880 0140199 308.5815  50.2859 13.99147518860168
FENGYUN 1C DEB,1 30413U 99025AEC 24002.37518073  .00005992  00000-0  28812-2 0  9996,2 30413 102.0664 324.9147 0056732 241.0469 272.7152 14.18553002870168
FENGYUN 1C DEB,1 30414U 99025AED 24002.30979505  .00004948  00000-0  22971-2 0  9991,2 30414  99.0443 127.7822 0071058  79.2012 281.7151 14.19793201870900
FENGYUN 1C DEB,1 30415U 99025AEE 24002.09681203  .00001614  00000-0  16597-2 0  9997,2 30415  99.6822  56.0284 0242413 290.8448  95.7233 13.65706825841653
FENGYUN 1C DEB,1 30416U 99025AEF 24002.08907621  .00000560  00000-0  39296-3 0  9993,2 30416  98.9131  39.3066 0054341   8.8685 351.3428 14.01695887866652
FENGYUN 1C DEB,1 30417U 99025AEG 24002.46630635  .00000687  00000-0  38246-3 0  9998,2 30417  98.6581   7.3635 0065076 349.6595 174.9197 14.13140757873518
FENGYUN 1C DEB,1 30418U 99025AEH 24002.20359199  .00007895  00000-0  11997-2 0  9995,2 30418  98.7971  92.5928 0146529 188.6721 234.6180 14.67284208901134
FENGYUN 1C DEB,1 30419U 99025AEJ 24001.70893142  .00001635  00000-0  86549-3 0  9993,2 30419  99.2103 277.5547 0053234 230.3729 193.9656 14.14497700872837
FENGYUN 1C DEB,1 30420U 99025AEK 24002.40271287  .00013182  00000-0  11082-2 0  9992,2 30420  98.9287 311.6087 0124260 209.3199 281.7462 14.92567606908168
FENGYUN 1C DEB,1 30423U 99025AEN 24002.43342586  .00026138  00000-0  48873-2 0  9992,2 30423  98.6203 343.7002 0047381 285.9745 225.7074 14.64113871886111
FENGYUN 1C DEB,1 30432U 99025AET 24002.58354373  .00002101  00000-0  70752-3 0  9991,2 30432  98.9114 231.9498 0088214 277.4039  81.7128 14.36011327885250
FENGYUN 1C DEB,1 30434U 99025AEV 24001.99075331  .00000535  00000-0  44521-3 0  9995,2 30434  98.9596   7.4325 0123218   5.2130  50.8480 13.89447414858327
FENGYUN 1C DEB,1 30435U 99025AEW 24002.50321447  .00002067  00000-0  19148-2 0  9994,2 30435  99.0072  20.4082 0222211 200.3861 316.7634 13.72936645843898
FENGYUN 1C DEB,1 30436U 99025AEX 24002.29861146  .00006488  00000-0  34851-2 0  9995,2 30436  98.4463 286.9412 0119339  25.1046  99.3080 14.09640059863800
FENGYUN 1C DEB,1 30437U 99025AEY 24002.52558112  .00007165  00000-0  17130-2 0  9992,2 30437  98.9033 311.4152 0064920 142.0368 280.5558 14.52639503887906
FENGYUN 1C DEB,1 30438U 99025AEZ 24002.11800093  .00001828  00000-0  14491-2 0  9993,2 30438  98.8073  52.5710 0140050 331.8176  27.5453 13.88110410854329
FENGYUN 1C DEB,1 30439U 99025AFA 24001.99841955  .00000787  00000-0  49097-3 0  9995,2 30439  98.7929  27.7854 0040797 181.5599 251.5694 14.07281249867891
FENGYUN 1C DEB,1 30441U 99025AFC 24002.28924648  .00000564  00000-0  54874-3 0  9994,2 30441  99.1253 113.3389 0186158 339.8181  19.5677 13.76189735850922
FENGYUN 1C DEB,1 30442U 99025AFD 24002.15917665  .00004548  00000-0  22216-2 0  9992,2 30442  98.8872  84.1592 0066571 176.7647 183.3971 14.17314950870551
FENGYUN 1C DEB,1 30443U 99025AFE 24001.79138503  .00004559  00000-0  20506-2 0  9990,2 30443  98.8234 292.8094 0031002 253.4615 106.3156 14.22556096872746
FENGYUN 1C DEB,1 30444U 99025AFF 24002.39266773  .00010501  00000-0  28829-2 0  9999,2 30444  99.2516 299.4498 0187053 202.5114 286.1253 14.37398069872669
FENGYUN 1C DEB,1 30445U 99025AFG 24002.30120646  .00002707  00000-0  76377-3 0  9990,2 30445  98.7905 280.8166 0115960 347.7238  12.1130 14.42736357889187
FENGYUN 1C DEB,1 30446U 99025AFH 24002.43777478  .00004356  00000-0  16201-2 0  9997,2 30446  98.6607  74.9351 0042459  51.4969 309.0010 14.32082460879650
FENGYUN 1C DEB,1 30447U 99025AFJ 24002.44414141  .00006993  00000-0  23613-2 0  9998,2 30447  98.9949 174.9200 0084585 350.9181  78.8507 14.35228471878294
